root	stem	dcs_lemma	scherzl_case	ud_case	subtype	example_only	pages	verdict	dep_gov_count	dep_total	cooc_count	cooc_expected	cooc_ratio	verb_freq	verb_parsed_freq
krīḍ	krīḍ	krīḍ	instr	Ins	pros	True	101	UNATTESTED-INSUFFICIENT	0	14	252	114.7	2.198	494	16
krīḍ	krīḍ	krīḍ	instr	Ins	orud	True	104	UNATTESTED-INSUFFICIENT	0	14	252	114.7	2.198	494	16
krudh	krudh	krudh	dat	Dat	dop	False	155	CONFIRMED	2	8	58	95.9	0.605	1659	12
krudh	krudh	krudh	gen	Gen		False	249,250	UNATTESTED-INSUFFICIENT	0	8	395	416.9	0.947	1659	12
krudh	krudh	krudh	loc	Loc		True	308	CONFIRMED	1	8	384	340.0	1.129	1659	12
krudh	saṁkrudh	saṃkrudh	dat	Dat	dop	True	155	UNATTESTED-INSUFFICIENT	0	0	8	31.6	0.254	546	2
kṣam	kṣam	kṣam	abl	Abl		True	201	UNATTESTED-INSUFFICIENT	0	11	42	34.3	1.224	439	4
kṣam	kṣam	kṣam	gen	Gen		False	252,253	CONFIRMED	1	11	188	110.3	1.704	439	4
kṣar	kṣar	kṣar	abl	Abl		False	190	CONFIRMED	2	49	27	17.2	1.57	220	31
kṣi	kṣi	kṣi	gen	Gen		False	260	CONFIRMED	6	56	418	296.8	1.408	1181	59
kṣi	kṣi	kṣi	acc	Acc		False	46	CONFIRMED	9	56	540	572.4	0.943	1181	59
kṣip	kṣip	kṣip	acc	Acc		False	46	CONFIRMED	4	8	1880	1192.7	1.576	2461	7
kṣip	kṣip	kṣip	instr	Ins	pros	True	101,102	UNATTESTED-INSUFFICIENT	0	8	725	571.2	1.269	2461	7
kṣip	kṣip	kṣip	instr	Ins		True	141	UNATTESTED-INSUFFICIENT	0	8	725	571.2	1.269	2461	7
kṣip	kṣip	kṣip	dat	Dat	ogr	False	159,160	UNATTESTED-INSUFFICIENT	0	8	86	142.2	0.605	2461	7
kṣip	kṣip	kṣip	abl	Abl		True	189	CONFIRMED	1	8	166	192.4	0.863	2461	7
kṣip	kṣip	kṣip	gen	Gen		False	268	UNATTESTED-INSUFFICIENT	0	8	434	618.5	0.702	2461	7
kṣip	kṣip	kṣip	loc	Loc		False	305,307	CONFIRMED	1	8	1422	504.4	2.819	2461	7
kṣip	nikṣip	nikṣip	loc	Loc		True	309	CONFIRMED	2	4	392	129.1	3.036	630	2
kṣip	parikṣip	parikṣip	abl	Abl		True	215	UNATTESTED-INSUFFICIENT	0	0	7	9.1	0.772	116	0
kṣip	prakṣip	prakṣip	loc	Loc		True	307	CONFIRMED	3	7	272	75.8	3.587	370	4
kṣip	samparikṣip	kṣip	instr	Ins		True	140	UNATTESTED-INSUFFICIENT	0	8	725	571.2	1.269	2461	7
kūj	anukūj	anukūj	gen	Gen		True	254	UNATTESTED-INSUFFICIENT	0	0	0	0.5	0.0	2	0
kup	kup	kup	instr	Ins	p	True	121	UNATTESTED-INSUFFICIENT	0	0	144	120.9	1.191	521	0
kup	kup	kup	dat	Dat	dop	False	155	UNATTESTED-INSUFFICIENT	0	0	27	30.1	0.897	521	0
kup	kup	kup	gen	Gen		False	249,250	UNATTESTED-INSUFFICIENT	0	0	129	130.9	0.985	521	0
labh	labh	labh	acc	Acc		False	47	CONFIRMED	21	51	2653	1621.1	1.637	3345	33
labh	labh	labh	abl	Abl		True	204	CONFIRMED	2	51	502	261.5	1.919	3345	33
labh	labh	labh	loc	Loc		True	304	CONFIRMED	4	51	675	685.6	0.985	3345	33
lajj	lajj	lajj	abl	Abl		False	193,195	UNATTESTED-INSUFFICIENT	0	1	16	8.5	1.877	109	2
lakṣ	apalakṣ	lakṣ	abl	Abl		True	201	UNATTESTED-INSUFFICIENT	0	0	4	3.0	1.312	39	0
lamb	ālamb	ālamb	loc	Loc		True	283	CONFIRMED	1	6	24	26.6	0.901	130	1
lamb	avalambay	avalambay	instr	Ins	orud	True	144	UNATTESTED-INSUFFICIENT	0	0	6	3.0	1.989	13	0
lamb	avalamb	avalamb	acc	Acc		False	62,63	CONFIRMED	1	3	78	48.9	1.594	101	2
lamb	lamb	lamb	instr	Ins	orud	True	107	UNATTESTED-INSUFFICIENT	0	0	35	30.2	1.16	130	0
laṅgh	laṅgh	laṅgh	acc	Acc		False	51	UNATTESTED-INSUFFICIENT	0	0	21	15.5	1.354	32	0
laṅgh	laṅghay	laṅghay	dat	Dat	ogr	True	175	UNATTESTED-INSUFFICIENT	0	0	5	7.9	0.632	137	0
las	(ud-las)	las	instr	Ins	p	True	121	UNATTESTED-INSUFFICIENT	0	0	13	13.7	0.949	59	0
laṣ	laṣ		acc	Acc		False	60	NOT-ADJUDICABLE	0	0	0	0.0		0	0
lih	lih	lih	instr	Ins	orud	True	105	UNATTESTED-INSUFFICIENT	0	0	194	94.0	2.064	405	0
likh	abhilikh	abhilikh	instr	Ins	orud	True	144	UNATTESTED-INSUFFICIENT	0	0	7	2.8	2.513	12	0
likh	likh	likh	instr	Ins	soz	True	95	CONFIRMED	2	23	198	118.1	1.676	509	9
likh	likh	likh	instr	Ins	orud	True	105	CONFIRMED	2	23	198	118.1	1.676	509	9
likh	likh	likh	instr	Ins	pr	True	122	CONFIRMED	2	23	198	118.1	1.676	509	9
lubh	lubh	lubh	dat	Dat	dop	False	153,154	UNATTESTED-INSUFFICIENT	0	0	12	18.8	0.639	325	0
lubh	lubh	lubh	loc	Loc		True	308	UNATTESTED-INSUFFICIENT	0	0	61	66.6	0.916	325	0
mā	mā	mā	acc	Acc		False	46	CONFIRMED	22	62	427	329.6	1.296	680	36
mā	mā	mā	instr	Ins	orud	True	104	CONFIRMED	8	62	234	157.8	1.483	680	36
mā	mā	mā	loc	Loc		False	301	CONFIRMED	3	62	148	139.4	1.062	680	36
mā	mā	mā	instr	Ins	p	True	120	CONFIRMED	8	62	234	157.8	1.483	680	36
mā	nirmā	nirmā	instr	Ins	orud	True	143	UNATTESTED-INSUFFICIENT	0	37	289	139.3	2.075	600	14
mā	nirmā	nirmā	abl	Abl		True	205	CONFIRMED	10	37	112	46.9	2.388	600	14
mad	mad	mad	gen	Gen		False	252	CONFIRMED	3	76	240	272.7	0.88	1085	53
mad	mad	mad	gen	Gen		False	255,256	CONFIRMED	3	76	240	272.7	0.88	1085	53
majj	(ud-majj)	majj	abl	Abl		True	212	UNATTESTED-INSUFFICIENT	0	8	30	26.8	1.119	343	5
man	anuman	anuman	dat	Dat	dop	False	154	UNATTESTED-INSUFFICIENT	0	5	50	16.7	2.994	289	27
man	man	man	acc	Acc		False	60	CONFIRMED	112	235	2930	2276.4	1.287	4697	143
man	man	man	dat	Dat	ogr	True	176	CONFIRMED	1	235	230	271.4	0.847	4697	143
man	man	man	nom	Nom		False	27	CONFIRMED	100	235	3850	3491.4	1.103	4697	143
man	man	man	acc	Acc		False	60	CONFIRMED	112	235	2930	2276.4	1.287	4697	143
man	man	man	acc	Acc		False	74	CONFIRMED	112	235	2930	2276.4	1.287	4697	143
man	man	man	dat	Dat	ogr	False	163,164	CONFIRMED	1	235	230	271.4	0.847	4697	143
man	man	man	gen	Gen		False	257,258	CONFIRMED	4	235	1616	1180.4	1.369	4697	143
manth	manth		acc	Acc		False	69,71	NOT-ADJUDICABLE	0	0	0	0.0		0	0
manth	nirmanth		acc	Acc		False	69	NOT-ADJUDICABLE	0	0	0	0.0		0	0
mantr	mantray	mantray	acc	Acc		True	66	CONFIRMED	3	6	161	133.8	1.204	276	6
mantr	mantray	mantray	dat	Dat	ogr	False	166	UNATTESTED-INSUFFICIENT	0	6	6	15.9	0.376	276	6
mantr	nimantray	nimantray	dat	Dat	ogr	False	166	UNATTESTED-INSUFFICIENT	0	0	2	5.3	0.38	91	0
mar	anumar		acc	Acc		True	62	NOT-ADJUDICABLE	0	0	0	0.0		0	0
mar	mar		instr	Ins	pr	True	121	NOT-ADJUDICABLE	0	0	0	0.0		0	0
mar	mar		loc	Loc		True	286	NOT-ADJUDICABLE	0	0	0	0.0		0	0
marc	marc		instr	Ins	orud	True	112	NOT-ADJUDICABLE	0	0	0	0.0		0	0
mard	mard		dat	Dat	dop	False	152,153	NOT-ADJUDICABLE	0	0	0	0.0		0	0
marg	marg		abl	Abl		True	205	NOT-ADJUDICABLE	0	0	0	0.0		0	0
marj	apamarj		instr	Ins	orud	True	112	NOT-ADJUDICABLE	0	0	0	0.0		0	0
marṣ	marṣ		gen	Gen		False	252,253	NOT-ADJUDICABLE	0	0	0	0.0		0	0
miśr	miśray	miśray	instr	Ins	soz	False	97	UNATTESTED-INSUFFICIENT	0	0	96	43.2	2.224	186	1
mith	mith	mith	acc	Acc		False	46	CONFIRMED	1	1	4	2.9	1.376	6	1
mnā	āmnā	āmnā	acc	Acc		True	76	CONFIRMED	2	4	39	36.3	1.073	75	3
mokṣ	mokṣay	mokṣay	abl	Abl		False	190	CONFIRMED	1	4	48	11.2	4.293	143	2
muc	āmuc	āmuc	loc	Loc		True	307	UNATTESTED-INSUFFICIENT	0	0	15	9.4	1.591	46	0
muc	muc	muc	acc	Acc		False	46,48	CONFIRMED	64	196	2491	1865.9	1.335	3850	118
muc	muc	muc	instr	Ins	pros	True	102	CONFIRMED	15	196	1229	893.5	1.375	3850	118
muc	muc	muc	instr	Ins	orud	True	111	CONFIRMED	15	196	1229	893.5	1.375	3850	118
muc	muc	muc	instr	Ins	sep	False	133,135	CONFIRMED	15	196	1229	893.5	1.375	3850	118
muc	muc	muc	dat	Dat	ogr	False	160	CONFIRMED	5	196	182	222.5	0.818	3850	118
muc	muc	muc	abl	Abl		False	186,190,223	CONFIRMED	49	196	1137	301.0	3.777	3850	118
muc	muc	muc	gen	Gen		True	270	CONFIRMED	6	196	879	967.5	0.908	3850	118
muc	vimuc	vimuc	instr	Ins	sep	False	133,135	CONFIRMED	4	20	362	258.3	1.401	1113	22
muc	vimuc	vimuc	instr	Ins	orud	True	112	CONFIRMED	4	20	362	258.3	1.401	1113	22
muh	vimuh	vimuh	abl	Abl		True	186	UNATTESTED-INSUFFICIENT	0	0	12	7.4	1.616	95	0
mūrch	mūrch	mūrch	loc	Loc		True	303	UNATTESTED-INSUFFICIENT	0	0	48	38.7	1.239	189	0
muṣ	muṣ	muṣ	acc	Acc		False	46	CONFIRMED	4	8	119	78.5	1.516	162	4
muṣ	muṣ	muṣ	acc	Acc		False	69,71	CONFIRMED	4	8	119	78.5	1.516	162	4
nad	nad	nad	acc	Acc		True	66	UNATTESTED-INSUFFICIENT	0	0	271	222.9	1.216	460	0
nakṣ	nakṣ	nakṣ	acc	Acc		False	51	CONFIRMED	9	22	52	27.6	1.882	57	11
nam	nam	nam	dat	Dat	dop	False	152,154	CONFIRMED	10	71	81	38.5	2.105	666	35
nam	nam	nam	gen	Gen		False	253,254	UNATTESTED-INSUFFICIENT	0	71	197	167.4	1.177	666	35
nam	praṇam	praṇam	gen	Gen		False	267	UNATTESTED-INSUFFICIENT	0	1	161	247.5	0.65	985	2
nart	upanart		acc	Acc		True	63	NOT-ADJUDICABLE	0	0	0	0.0		0	0
nart	anunart		acc	Acc		False	62	NOT-ADJUDICABLE	0	0	0	0.0		0	0
naś	anuvinaś	anuvinaś	acc	Acc		False	62	UNATTESTED-INSUFFICIENT	0	0	4	1.9	2.063	4	0
naś	naś	naś	acc	Acc		False	62,67	CONFIRMED	23	80	557	687.2	0.811	1418	59
naś	pranaś	naś	gen	Gen		True	268	CONFIRMED	2	80	435	356.4	1.221	1418	59
naś	vinaś	vinaś	instr	Ins	p	True	121	UNATTESTED-INSUFFICIENT	0	1	124	138.3	0.896	596	3
nī	ānī	ānī	gen	Gen		False	261,263	UNATTESTED-INSUFFICIENT	0	92	302	296.0	1.02	1178	53
nī	apanī	apanī	abl	Abl		True	189	UNATTESTED-INSUFFICIENT	0	0	39	17.7	2.207	226	0
nī	nī	nī	acc	Acc		False	46,48,51,53	CONFIRMED	131	241	2049	1138.9	1.799	2350	133
nī	nī	nī	acc	Acc		False	55,57	CONFIRMED	131	241	2049	1138.9	1.799	2350	133
nī	nī	nī	acc	Acc		True	67	CONFIRMED	131	241	2049	1138.9	1.799	2350	133
nī	nī	nī	instr	Ins	soz	True	96	CONFIRMED	14	241	883	545.4	1.619	2350	133
nī	nī	nī	instr	Ins	mod	True	130,15	CONFIRMED	14	241	883	545.4	1.619	2350	133
nī	nī	nī	instr	Ins	adv	True	132	CONFIRMED	14	241	883	545.4	1.619	2350	133
nī	nī	nī	dat	Dat	ogr	False	159,160	CONFIRMED	11	241	260	135.8	1.915	2350	133
nī	nī	nī	abl	Abl		True	212	CONFIRMED	3	241	233	183.7	1.268	2350	133
nī	nī	nī	gen	Gen		False	261,263	CONFIRMED	1	241	551	590.6	0.933	2350	133
nī	nī	nī	loc	Loc		True	283,314	CONFIRMED	5	241	488	481.7	1.013	2350	133
nī	samānī	samānī	instr	Ins	soz	False	97	CONFIRMED	1	18	71	52.7	1.348	227	10
nind /nid	nid		acc	Acc		False	46,48	NOT-ADJUDICABLE	0	0	0	0.0		0	0
nu/nū	nū	nū	acc	Acc		False	46	CONFIRMED	9	43	72	49.4	1.457	102	20
nud	nud	nud	acc	Acc		False	46	CONFIRMED	29	60	279	160.9	1.734	332	36
pā	pā	pā	acc	Acc		False	46	CONFIRMED	183	454	4334	2613.7	1.658	5393	288
pā	pā	pā	instr	Ins	soz	True	95	CONFIRMED	41	454	1691	1251.7	1.351	5393	288
pā	pā	pā	instr	Ins	orud	True	104,110	CONFIRMED	41	454	1691	1251.7	1.351	5393	288
pā	pā	pā	instr	Ins	mod	True	129	CONFIRMED	41	454	1691	1251.7	1.351	5393	288
pā	pā	pā	abl	Abl		True	205	CONFIRMED	35	454	607	421.6	1.44	5393	288
pā	pā	pā	gen	Gen		False	254,255	CONFIRMED	27	454	1575	1355.3	1.162	5393	288
pā	pā	pā	loc	Loc		True	281	CONFIRMED	15	454	1135	1105.3	1.027	5393	288
pā	pā	pā	acc	Acc		False	46	CONFIRMED	183	454	4334	2613.7	1.658	5393	288
pā	pā	pā	instr	Ins	soz	True	93	CONFIRMED	41	454	1691	1251.7	1.351	5393	288
pā	pā	pā	abl	Abl		False	191	CONFIRMED	35	454	607	421.6	1.44	5393	288
pac	pac	pac	instr	Ins	orud	True	107	CONFIRMED	9	80	858	477.6	1.796	2058	44
pac	pac	pac	dat	Dat	ogr	True	176	CONFIRMED	6	80	100	118.9	0.841	2058	44
pac	pac	pac	abl	Abl		True	224	UNATTESTED-INSUFFICIENT	0	80	116	160.9	0.721	2058	44
pad	anupad	anupad	abl	Abl		False	190	UNATTESTED-INSUFFICIENT	0	0	6	5.5	1.096	70	0
pad	niṣpad	niṣpad	abl	Abl		False	196	UNATTESTED-INSUFFICIENT	0	0	29	9.0	3.225	115	1
pad	pad	pad	acc	Acc		False	51	CONFIRMED	9	32	97	64.9	1.494	134	33
pad	pad	pad	dat	Dat	ogr	True	174	CONFIRMED	2	32	14	7.7	1.808	134	33
pad	pāday	pāday	acc	Acc		True	72	CONFIRMED	6	9	24	11.6	2.063	24	6
pad	pratipad[4,	pad	gen	Gen		False	261,263	CONFIRMED	1	32	42	33.7	1.247	134	33
pad	sampad	sampad	instr	Ins	soz	False	97	CONFIRMED	18	69	377	359.0	1.05	1547	53
pad	upapad	upapad	dat	Dat	ogr	False	163	UNATTESTED-INSUFFICIENT	0	8	49	50.6	0.968	876	6
pad	upapad	upapad	loc	Loc		True	308	CONFIRMED	1	8	302	179.5	1.682	876	6
pad	utpad	utpad	abl	Abl		False	196,197,215	CONFIRMED	2	11	323	92.3	3.501	1180	7
pad	utpad	utpad	loc	Loc		True	304	CONFIRMED	4	11	435	241.9	1.799	1180	7
pad	utpaday	pad	loc	Loc		True	304	CONFIRMED	4	32	33	27.5	1.202	134	33
pan	panay	panay	gen	Gen		False	252	UNATTESTED-INSUFFICIENT	0	3	7	2.3	3.095	9	2
paṇ	paṇ	paṇ	instr	Ins	orud	True	111	CONFIRMED	1	1	13	8.4	1.556	36	1
par	par		acc	Acc		False	46	NOT-ADJUDICABLE	0	0	0	0.0		0	0
par	par		instr	Ins	orud	True	109	NOT-ADJUDICABLE	0	0	0	0.0		0	0
par	par		dat	Dat	dop	False	150	NOT-ADJUDICABLE	0	0	0	0.0		0	0
par	par		abl	Abl		True	186,191,192	NOT-ADJUDICABLE	0	0	0	0.0		0	0
par	par		gen	Gen		False	254,256	NOT-ADJUDICABLE	0	0	0	0.0		0	0
par	(vi-a-pṛ)		loc	Loc		False	301	NOT-ADJUDICABLE	0	0	0	0.0		0	0
parc	parc		gen	Gen		False	254,256	NOT-ADJUDICABLE	0	0	0	0.0		0	0
paś	paś	paś	acc	Acc		False	46,48	CONFIRMED	158	297	4251	2293.3	1.854	4732	186
paś	paś	paś	acc	Acc		False	73,75	CONFIRMED	158	297	4251	2293.3	1.854	4732	186
paś	paś	paś	instr	Ins	soz	True	96	CONFIRMED	22	297	1059	1098.2	0.964	4732	186
paś	paś	paś	instr	Ins	orud	True	104	CONFIRMED	22	297	1059	1098.2	0.964	4732	186
paś	paś	paś	abl	Abl		True	198	CONFIRMED	4	297	331	370.0	0.895	4732	186
pat	āpat	āpat	gen	Gen		True	268	UNATTESTED-INSUFFICIENT	0	2	108	100.5	1.074	400	2
pat	avapat	avapat	abl	Abl		True	189	UNATTESTED-INSUFFICIENT	0	2	8	2.0	4.093	25	1
pat	nipat	nipat	abl	Abl		False	186,187	UNATTESTED-INSUFFICIENT	0	2	120	70.2	1.709	898	2
pat	nipātay	nipātay	loc	Loc		True	307	CONFIRMED	1	4	172	81.2	2.119	396	2
pat	niṣpat	niṣpat	abl	Abl		False	186,188	CONFIRMED	1	2	38	8.4	4.5	108	1
pat	pat	pat	acc	Acc		False	46	CONFIRMED	11	65	1207	1513.5	0.797	3123	43
pat	pat	pat	dat	Dat	dop	False	152	CONFIRMED	3	65	64	180.5	0.355	3123	43
pat	pat	pat	acc	Acc		False	51,53	CONFIRMED	11	65	1207	1513.5	0.797	3123	43
pat	pat	pat	instr	Ins	soz	True	96	CONFIRMED	4	65	787	724.8	1.086	3123	43
pat	pat	pat	instr	Ins	pros	True	101	CONFIRMED	4	65	787	724.8	1.086	3123	43
pat	pat	pat	instr	Ins	mod	True	129	CONFIRMED	4	65	787	724.8	1.086	3123	43
pat	pat	pat	abl	Abl		False	186,201	CONFIRMED	4	65	473	244.2	1.937	3123	43
pat	pat	pat	loc	Loc		True	289,305	CONFIRMED	5	65	1370	640.1	2.14	3123	43
pat	prapat	prapat	abl	Abl		False	190	CONFIRMED	1	5	52	14.8	3.519	189	5
pat	sampat	sampat	instr	Ins	soz	False	97	UNATTESTED-INSUFFICIENT	0	3	40	26.7	1.499	115	2
pat	(ud-pat)	pat	abl	Abl		True	187,189	CONFIRMED	4	65	473	244.2	1.937	3123	43
pat	patay	patay	instr	Ins	pros	True	101	UNATTESTED-INSUFFICIENT	0	10	10	8.1	1.231	35	7
pinv	pinv	pinv	nom	Nom		True	25	CONFIRMED	19	57	118	135.3	0.872	182	32
pinv	pinv	pinv	instr	Ins	orud	True	109	CONFIRMED	7	57	59	42.2	1.397	182	32
piś	piś	piś	instr	Ins	orud	True	108	CONFIRMED	3	18	13	8.4	1.556	36	9
plu	avaplu	avaplu	abl	Abl		False	186	UNATTESTED-INSUFFICIENT	0	0	64	6.8	9.409	87	0
plu	plu	plu	acc	Acc		False	51,53	UNATTESTED-INSUFFICIENT	0	4	149	143.9	1.035	297	6
plu	(ud-plu)	plu	abl	Abl		True	188	UNATTESTED-INSUFFICIENT	0	4	23	23.2	0.99	297	6
pracch	pariprach	pracch	loc	Loc		True	302	CONFIRMED	3	122	381	584.3	0.652	2851	83
pracch	prach	pracch	acc	Acc		False	46,66	CONFIRMED	68	122	2178	1381.7	1.576	2851	83
pracch	prach	pracch	acc	Acc		False	69,70	CONFIRMED	68	122	2178	1381.7	1.576	2851	83
pracch	prach	pracch	instr	Ins	adv	True	132	CONFIRMED	7	122	879	661.7	1.328	2851	83
pracch	prach	pracch	loc	Loc		True	290,301,302	CONFIRMED	3	122	381	584.3	0.652	2851	83
pracch	sampracch	sampracch	loc	Loc		False	301	UNATTESTED-INSUFFICIENT	0	0	6	5.9	1.009	29	0
prath	prathay	prathay	abl	Abl		True	188	UNATTESTED-INSUFFICIENT	0	20	6	8.5	0.704	109	13
prath	prath	prath	nom	Nom		False	24,25	CONFIRMED	20	39	327	271.3	1.205	365	32
prī	prī	prī	acc	Acc		False	46	CONFIRMED	87	150	1157	857.8	1.349	1770	108
prī	prī	prī	gen	Gen		False	252	CONFIRMED	3	150	498	444.8	1.12	1770	108
pū	pū	pū	acc	Acc		False	46	CONFIRMED	70	261	1423	1047.8	1.358	2162	230
pūj	pūj		acc	Acc		False	46	NOT-ADJUDICABLE	0	0	0	0.0		0	0
puṣ	puṣ	puṣ	acc	Acc		False	63,64,66	CONFIRMED	11	26	310	212.3	1.46	438	22
rā	rā	rā	gen	Gen		True	255	CONFIRMED	1	34	57	53.8	1.06	214	26
rac	viracay	viracay	instr	Ins	orud	True	108	UNATTESTED-INSUFFICIENT	0	0	49	24.8	1.973	107	0
rādh	aparādh	aparādh	dat	Dat	dop	False	155	UNATTESTED-INSUFFICIENT	0	4	1	7.6	0.132	131	2
rādh	aparādh	aparādh	gen	Gen		False	249,250	UNATTESTED-INSUFFICIENT	0	4	65	32.9	1.974	131	2
rādh	rādh	rādh	dat	Dat	dop	False	153	CONFIRMED	2	30	85	13.9	6.129	240	30
rādh	virādh	virādh	instr	Ins	sep	False	133,135	CONFIRMED	2	3	3	0.7	4.309	3	1
radh/randh	randh		dat	Dat	dop	False	152,154	NOT-ADJUDICABLE	0	0	0	0.0		0	0
radh/randh	randhay	randhay	dat	Dat	dop	False	153	CONFIRMED	11	23	37	2.6	14.228	45	12
rah	rah	rah	instr	Ins	sep	False	133,135	UNATTESTED-INSUFFICIENT	0	0	7	3.5	2.011	15	0
rah	virah	virah	instr	Ins	sep	False	133,135	UNATTESTED-INSUFFICIENT	0	0	29	7.9	3.675	34	0
raj	irajy	irajy	gen	Gen		False	260	UNATTESTED-INSUFFICIENT	0	1	10	3.5	2.842	14	1
raj	anuraj		acc	Acc		True	62	NOT-ADJUDICABLE	0	0	0	0.0		0	0
raj	rañj	rañj	acc	Acc		False	47	CONFIRMED	1	2	83	101.8	0.816	210	2
raj	rañj	rañj	loc	Loc		False	301,302	UNATTESTED-INSUFFICIENT	0	2	74	43.0	1.719	210	2
rāj	rāj	rāj	nom	Nom		True	25	CONFIRMED	10	21	354	301.0	1.176	405	15
rāj	rāj	rāj	gen	Gen		False	260	CONFIRMED	4	21	126	101.8	1.238	405	15
rakṣ	rakṣ	rakṣ	acc	Acc		False	47	CONFIRMED	65	154	1355	934.9	1.449	1929	87
rakṣ	rakṣ	rakṣ	instr	Ins	orud	True	104,106	CONFIRMED	9	154	644	447.7	1.438	1929	87
rakṣ	rakṣ	rakṣ	abl	Abl		False	191,192	CONFIRMED	13	154	270	150.8	1.79	1929	87
rakṣ	rakṣ	rakṣ	gen	Gen		True	268	UNATTESTED-INSUFFICIENT	0	154	472	484.8	0.974	1929	87
ram	pariram	ram	abl	Abl		True	201	CONFIRMED	1	44	59	121.4	0.486	1553	41
ram	ram	ram	instr	Ins	soz	True	94	CONFIRMED	2	44	395	360.4	1.096	1553	41
ram	ram	ram	instr	Ins	orud	True	112	CONFIRMED	2	44	395	360.4	1.096	1553	41
ram	ram	ram	loc	Loc		False	301	CONFIRMED	17	44	747	318.3	2.347	1553	41
ram	uparam	uparam	abl	Abl		False	190,191	UNATTESTED-INSUFFICIENT	0	3	29	12.3	2.363	157	3
ram	viram	viram	abl	Abl		False	190	CONFIRMED	1	3	64	17.6	3.638	225	3
ram	viram	viram	loc	Loc		False	301,303	CONFIRMED	2	3	54	46.1	1.171	225	3
raṇ	raṇ	raṇ	dat	Dat	ogr	True	176	UNATTESTED-INSUFFICIENT	0	1	1	1.7	0.577	30	1
raṇ	raṇ	raṇ	loc	Loc		False	301	UNATTESTED-INSUFFICIENT	0	1	18	6.1	2.927	30	1
raṇ	raṇ	raṇ	loc	Loc		False	301	UNATTESTED-INSUFFICIENT	0	1	18	6.1	2.927	30	1
rañj	aparañj	aparañj	abl	Abl		True	187	UNATTESTED-INSUFFICIENT	0	0	2	0.2	8.527	3	0
rej	rej	rej	abl	Abl		False	193,194	CONFIRMED	1	11	12	3.1	3.837	40	8
ric	atiric	atiric	abl	Abl		False	207,208	CONFIRMED	1	18	96	35.9	2.675	459	33
ric	ric	ric	instr	Ins	sep	False	133,135	CONFIRMED	2	33	57	47.8	1.192	206	14
ric	ric	ric	abl	Abl		True	207	CONFIRMED	3	33	14	16.1	0.869	206	14
rih	rih	rih	instr	Ins	orud	True	105	CONFIRMED	1	21	20	10.9	1.833	47	11
rij	rij		instr	Ins	pr	True	120	NOT-ADJUDICABLE	0	0	0	0.0		0	0
riṣ	riṣ	riṣ	loc	Loc		True	287	CONFIRMED	5	30	67	52.7	1.272	257	39
ru	ru	ru	acc	Acc		True	66	CONFIRMED	2	12	54	41.7	1.296	86	11
ru	ru	ru	loc	Loc		True	287	UNATTESTED-INSUFFICIENT	0	12	26	17.6	1.475	86	11
ruc	abhirocay	abhirocay	dat	Dat	dop	True	154	UNATTESTED-INSUFFICIENT	0	0	1	0.9	1.154	15	0
ruc	rocay	rocay	instr	Ins	pr	True	121	CONFIRMED	18	43	59	42.7	1.382	184	24
ruc	rocay	rocay	dat	Dat	ogr	True	176	CONFIRMED	1	43	13	10.6	1.223	184	24
ruc	ruc	ruc	instr	Ins	pr	True	121	CONFIRMED	4	60	117	116.3	1.006	501	45
ruc	ruc	ruc	dat	Dat	dop	False	153,154	CONFIRMED	1	60	98	29.0	3.385	501	45
ruc	ruc	ruc	gen	Gen		False	252,253	CONFIRMED	4	60	255	125.9	2.025	501	45
rud	prarud	prarud	acc	Acc		True	63	UNATTESTED-INSUFFICIENT	0	0	40	29.6	1.353	61	0
rud	rud	rud	acc	Acc		False	64	CONFIRMED	1	3	399	324.2	1.231	669	16
rud	rud	rud	instr	Ins	p	True	120	UNATTESTED-INSUFFICIENT	0	3	139	155.3	0.895	669	16
rudh	virudh	virudh	instr	Ins	orud	True	105	UNATTESTED-INSUFFICIENT	0	0	167	108.4	1.541	467	0
rudh	rudh	rudh	acc	Acc		False	47	CONFIRMED	12	20	607	432.3	1.404	892	13
rudh	rudh	rudh	acc	Acc		True	67	CONFIRMED	12	20	607	432.3	1.404	892	13
ruh	adhiruh	adhiruh	instr	Ins	orud	True	107	CONFIRMED	3	29	71	44.3	1.602	191	18
ruh	(anu-āruh)	ruh	instr	Ins	pros	True	101	CONFIRMED	7	85	121	113.0	1.071	487	49
ruh	avaruh	avaruh	instr	Ins	orud	True	107	CONFIRMED	1	6	22	28.3	0.777	122	14
ruh	avaruh	avaruh	abl	Abl		False	186	UNATTESTED-INSUFFICIENT	0	6	61	9.5	6.395	122	14
ruh	ruh	ruh	acc	Acc		False	51	CONFIRMED	21	85	315	236.0	1.335	487	49
ruh	ruh	ruh	instr	Ins	soz	True	94	CONFIRMED	7	85	121	113.0	1.071	487	49
ruh	ruh	ruh	instr	Ins	mod	True	129	CONFIRMED	7	85	121	113.0	1.071	487	49
ruh	ruh	ruh	abl	Abl		True	189	CONFIRMED	4	85	42	38.1	1.103	487	49
ruh	(vi-apa-ruh)	ruh	instr	Ins	sep	False	133	CONFIRMED	7	85	121	113.0	1.071	487	49
ruh	(vi-apa-ruh)	ruh	abl	Abl		False	190	CONFIRMED	4	85	42	38.1	1.103	487	49
ruj	ruj	ruj	acc	Acc		False	47	CONFIRMED	4	18	76	62.5	1.216	129	13
