key	verdict	locus	note
HK-186	SILENT	—	Правила «корень на -i/-u/-ar присоединяет t» (-jit, -kṛt) нет; искал jit/kṛt, разделы о composita прочитаны.
HK-187	AGREE	урок XXXIII (L4657)	«принимают ту форму, которую они имеют перед падежными окончаниями… с согласного» → rāja-, dhani- (носовой утрачен).
HK-188	AGREE	урок XXXIII (L4657)	То же общее правило даёт среднюю/слабую форму первого члена (pitṛ-, prāg-, -ad); -ar/-añc/-ant отдельно не выделены.
HK-189	AGREE	урок XXXIII (L4667)	«неправильны: … mātāpitarau, pitāputrau» — первый член в форме N.sg.; дано списком, без общего правила о -tar.
HK-190	SILENT	—	Об abs. лишь как переводить (L4033); правила о совпадении/несовпадении подлежащих нет; искал «самостоятельн», «absolutus», «sati».
HK-191	SILENT	—	Loc. abs. встречается только как пометы в упражнениях (L6903, L7127); правило эквивалентности придаточному времени не изложено.
HK-192	SILENT	—	Gen. abs. и уступительное значение с api не трактуются; искал «Gen. abs», «absolutus», «самостоятельн», «api».
HK-193	AGREE	урок XVIII (L2300)	«посредством суффикса paya или aya и спрягается точно так как глаголы Х кл.»; средние i/u/ṛ «повышаются в guṇa» (L2312); также paya у корней на ā.
HK-194	AGREE	урок XVIII (L2308)	«краткое a то оно удлиняется (vṛddhi), напр. pat, pātayati»; конечные i/u/ṛ → vṛddhi (nāyayati, L2318); искл. gam, jan, tvar.
HK-195	AGREE	урок XVIII (L2308)	«Исключение составляют корни на am затем jan, tvar»: gam, gamayati; jan, janayati; в сноске kam, cam, niśam удлиняют a.
HK-196	AGREE	урок XVIII (L2302)	«paya присоединяется к большинству корней на ā и двугласные e, ai, au»: dāpayati; конечные двугласные всегда → ā.
HK-197	AGREE	урок XXVIII (L3871)	Соед. i — «ко всем глаголам X класса и каузативам, трактуемым как в praes. pass.» (aya отпадает, L2322): mārayati, mārita.
HK-198	AGREE	урок XVIII (L2326)	«Каузативы непереходных глаголов становятся переходными» — каузируемое становится прямым объектом; падеж прямо не назван.
HK-199	AGREE	урок XVIII (L2326)	«иногда сочетаются с двойными Acc., или с Асc. и Instr.» — Instr. каузируемого лишь один из двух вариантов (наряду с двойным Acc.).
HK-200	AGREE	урок XLVIII (L7371)	«Отыменные глаголы образуются посредством ya, aya, āpaya»; ya — первый из способов; изменения конечных гласных видны лишь в примерах (kalahāyate).
HK-201	AGREE	урок XLVIII (L7373)	Правило явно не сформулировано; примеры обоих залогов тематические: «tapasyati», «kalahāyate», «muṇḍayati».
HK-202	AGREE	урок XLVIII (L7205)	«путем удвоения корня и присоединения суффикса sa [ṣa]»; с соед. i — -iṣa (bubodhiṣati); об ударении молчит.
HK-203	AGREE	урок XLVIII (L7207)	«корневые a, ṛ и ṝ замещаются посредством i»; при u/ū в корне — u: bubhūṣati, śuśrūṣate.
HK-204	AGREE	урок XLVIII (L7279)	В перечне неправильных: «āp, īpsa», «dā (de и do), ditsa», «dhā и dhe, dhitsa» — без удвоения; у Бюлера dhitsa с кратким i.
HK-205	AGREE	урок XLVIII (L7327)	Правило не сформулировано («правила… даны в примерах»); примеры дают тяжёлое удвоение: «dādāti», «bobhoti», «bebhetti».
HK-206	AGREE	урок XLVIII (L7325)	«Второй (исключительно Ā.) спрягается как Ā. IV класса»; атематический первый интенсив у него «исключительно P.», о редкости его форм молчит.
HK-207	AGREE	урок XLV (L7007)	«употребляются в качестве редких форм прошедшего времени»; о разговорной речи и драме молчит.
HK-208	AGREE	урок XLV (L7007)	«лишаются приращения и заменяют imperativ» (mā dāḥ); позиция аугмента после приставки — «вставляется между нею и глаголом» (урок XI, L1423; ср. adhyaiṣṭa L7083).
HK-209	AGREE	урок XLV (L6929)	«имеет P. и Ā.»; парадигма asicam, asicāva — тематическая (тип impf. VI кл.); в печати «как impf. VII кл.» — видимо, опечатка перевода.
HK-210	AGREE	урок XLV (L6953)	Слабая основа: «гунированные гласные заменяются первоначальным гласным»; удвоение ī/i: abībhidat; но тяжёлые основы — по перфекту с a (ararakṣat, L6949).
HK-211	DISAGREE	урок XLV (L6979)	У Бюлера ā→a: «jñāpayati, ajijñapat», «dāpayati, adīdapat» («внутренний ā очень часто заменяется посредством a»); i лишь в неправильном atiṣṭhipat (L7003).
HK-212	SILENT	—	Составные с a/an есть (apaṇḍitaḥ L4677, aputraḥ L4771); продуктивность префикса не обсуждается.
HK-213	AGREE	урок XXXIV (L4771)	«saputraḥ или sahaputraḥ = putreṇa sahitaḥ» — прилагательное из sa-+сущ. (bahuvrīhi); о редкости существительных с sa- молчит.
HK-214	AGREE	урок XLVI (L7081)	IV аорист «от тех глаголов, которые имеют окончание infin. без соединительного гласного»; V (-iṣ) — от корней с соед. i (L7107).
HK-215	SILENT	—	Редкими названы все аористы вообще (L7007); об особой редкости siṣ-/sa-форм молчит; искал «редк», разделы VI–VII аористов.
HK-216	AGREE	урок XLVI (L7033)	«в P., все допускающие vṛddhi гласные переходят во vṛddhi»; в Ā. guṇa только у конечных i/u — внутренние остаются слабыми (akṛṣi, alapsi).
HK-217	AGREE	урок XLIV (L6761)	«m и n в anusvāra; конечный s --- в t», «c, j, ś, ṣ, kṣ и h превращаются в k» (правило буд. вр.); на s-аорист распространено отсылкой (L7033).
HK-218	AGREE	урок XLVI (L7083)	P — корневой аорист: dā, adāt (L6923); Ā — по s-типу: «на место их гласного является i», «adiṣi, adithāḥ, adita».
HK-219	AGREE	урок XLVI (L7111)	«исключительно P., образуется от большинства корней на ā, e, ai и o» (+ yam, ram, nam); «большинства» — не «немногих», но сам класс корней мал.
HK-220	AGREE	урок XLVII (L7133)	«от корней на ś, ṣ и h, гласным которых являются i, u или ṛ»: adikṣat (слабая ступень + kṣa); корни на -j не названы.
HK-221	SILENT	—	dus- лишь словарно («दुस् indecl. дурной» L8333, durjana L8323); о наименованиях лиц/неодушевлённых ничего.
HK-222	SILENT	—	ku- не упоминается; пейоративный первый член у Бюлера — kiṃ «худой» (L4757); искал kutsita, kupuruṣa и др.
HK-223	AGREE	урок XLV (L7007)	«В соединении с частицей mā, они лишаются приращения и заменяют imperativ» (mā dāḥ); термина «инъюнктив» нет.
HK-224	AGREE	урок XLIV (L6847)	«всегда превращаются в e, напр. 3 л. sing. dā, deyāt» — закрытый список (dā, dhā, mā, sthā, pā, hā, dhe, gai, so, do); hve — huyāt.
HK-225	SILENT	—	Статистики префиксальных глаголов нет; искал «треть», «приставк», «префикс».
HK-226	SILENT	—	Долей полупрозрачных глаголов и тезиса об их переходности нет; искал «треть», «переходн».
HK-227	SILENT	—	Статистики неразложимых значений нет; искал «процент», «треть».
HK-228	SILENT	—	Инвентаря префиксов десубстантивных существительных нет; лишь atidevaḥ как составное с предлогом (L4677).
HK-229	SILENT	—	Существительные с prati- не обсуждаются; только avyayībhāva prativarṣam (L4779).
HK-230	AGREE	урок XXXIV (L4771)	«nirbalaḥ = nirgataṃ balaṃ yasya saḥ бессильный», unmukhaḥ — nis- = отсутствие; vi- и «особая продуктивность» не обсуждаются.
HK-231	SILENT	—	tatra/tadā/tathā даны лишь как словарные слова (L213–241); суффиксы -tra/-dā/-thā не описаны.
HK-232	SILENT	—	Об Acc. прилагательного в роли наречия ничего; искал «наречи», «как наречие».
HK-233	AGREE	урок XXXIV (L4779)	avyayībhāva «образуются преимущественно из предлогов и частиц и последующего имени»: prativarṣam = varṣaṃ prati (исход -am, вин. п.).
HK-234	DISAGREE	урок XXXIII (L4675)	Признаёт композиты со 2-м членом, «никогда или редко пояляющееся в виде самостоятельного слова» (prajāpālaḥ, gṛhasthaḥ) — против критерия самостоятельного употребления каждой основы.
HK-235	AGREE	урок XXXIII (L4657)	Конечные и начальные звуки основ «сочетаются по законам saṅdhi»; частные отступления — сноска L4665.
HK-236	DISAGREE	урок XXXIII (L4669)	У Бюлера tatpuruṣa — родовое понятие: включает karmadhāraya («в соотношении определения, наречия или приложения (karmadhāraya)») и dvigu — первый член бывает и прилагательным.
HK-237	AGREE	урок XXXIII (L4679)	«в соотношении определения, наречия или приложения (karmadhāraya)»: kṛṣṇāśvaḥ, snātānuliptaḥ, supuruṣaḥ.
HK-238	AGREE	урок XXXIII (L4679)	«dhanaśyāmaḥ = dhana iva śyāmaḥ черный как туча», puruṣavyāghraḥ (L4681) — приложение двух сущ. с элементом сравнения (iva).
HK-239	AGREE	урок XXXIII (L4683)	«первым членом которых является числительное количестьенное (dvigu)»: caturyugam, trilokī (орфография источника).
HK-240	AGREE	урок XXXIV (L4765)	«такие сложные имена прилагательные» (dīrghabāhuḥ = … yasya saḥ); согласование следует из статуса прилагательного; об ударении молчит.
HK-241	SILENT	—	Общего правила нет; лишь замена ж. р. первого члена мужским (L4775) и суфф. ka на исходе (L4777, sudatī).
HK-242	SILENT	—	Обобщения об именах/прозвищах нет (лишь примеры kṛṣṇanāmā L4767, vācaspatiḥ L4673); искал «имена», «прозвищ».
HK-243	AGREE	урок XXXIII (L4659)	«brāhmaṇaśca kṣatriyaśca vaiśyaśca = brāhmaṇakṣatriyavaiśyāḥ» — сущ., 2 и 3 основы; о прилагательных в dvandva молчит.
HK-244	SILENT	—	Дв. ч. — «два стоящие в ед. ч. слова», мн. ч. — «из нескольких слов» (L4661); двучленные со множественным значением прямо не оговорены.
HK-245	SILENT	—	Вложенное сложение не описано (встречается лишь в текстах упражнений, напр. L4751); искал «внутри», разделы Composita.
HK-246	SILENT	—	О заглавиях произведений ничего; искал «заглав», «назван».
HK-247	SILENT	—	Правила -ā→-a на исходе композита нет; лишь примеры типа gṛhasthaḥ (L4675); искал «в конце слож», «Composita».
HK-248	AGREE	урок XXXIII (L4663)	«к конечным словам на d, ṣ и h приставляется a, напр. chatropānaham» — в dvandva «второго рода» (samāhāra, ср. р. ед. ч.); палатальные не названы.
HK-249	SILENT	—	Укорочение долгих/дифтонгов в dvigu/dvandva не описано (ср. trilokī L4683); искал «кратк», «сокращ».
HK-250	AGREE	урок XXXIII (L4673)	«Иногда первый член удерживает падежное окончание»: vācaspatiḥ, ātmanotṛtīyaḥ; «иногда» мягче, чем «в исключительно редких случаях».
HK-251	AGREE	РУССКО-САНСКРИТСКИЙ ГЛОССАРИЙ (L11265)	Словарно: «ради -artham» (также в упражнениях «ради (artham)», L5853); грамматического правила о косвенных падежах -artha нет.
HK-252	AGREE	урок XXXIV (L4767)	«śivādayaḥ … боги, первым из которых является Шива» — полуслужебное -ādi в bahuvrīhi; prabhṛti, mātra, apekṣā не упоминаются.
HK-253	AGREE	урок XXXIII (L4681)	«Наоборот: puruṣavyāghraḥ = vyāghra iva puruṣaḥ» — обратный порядок членов в сравнительном karmadhāraya.
HK-254	AGREE	урок XXXI (L4357)	Правило не сформулировано, но формы его показывают: «11 ekādaśan», «21 ekaviṅśati», «2000 dvisahasra» — единицы впереди.
HK-255	AGREE	урок XXXIII (L4657)	«сочетаются по законам saṅdhi» — сказано о composita вообще; формы числительных (tryaśīti, ekonaviṅśati) ему следуют; отдельно для числительных не сформулировано.
HK-256	AGREE	урок XXXIII (L4679)	«supuruṣaḥ хороший человек» — прямо в списке karmadhāraya; об ударении на префиксе молчит; dus- не разобран.
HK-257	AGREE	урок XXXIV (L4771)	В bahuvrīhi: «aputraḥ», «saputraḥ или sahaputraḥ»; su- в правилах bahuvrīhi (sudat, sugandhi → gandhi, L4777); dus- не упомянут.
HK-258	SILENT	—	Частотность и посессивность прочих префиксальных прилагательных не обсуждаются (лишь nirbalaḥ, unmukhaḥ L4771).
HK-259	AGREE	урок XXXIV (L4771)	«первым членом которых является предлог или приставка» — сам относит их к bahuvrīhi (nirbalaḥ, unmukhaḥ, aputraḥ), в согласии с традицией.
