L_id	k1	hom	verdict	mw_realcite	corpus_hit	also_in_pw_same_source	pwg_text_sibling	n_kosa	present_in	novel_kosa	pwg_cited_sources
44633	pAraDenu		text-attested	1		1	0	0	mw|pw		WILS|ŚABDĀRTHAK
44636	pAraBfta		text-attested	1		0	0	0	mw		WILS
44642	pAramitA		text-attested	1	bhs	1	1	0	mw|bhs|ap|pw		H
44655	pAravata		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
44661	pAraSIka		kosa-corroborated	0		0	0	1	vcp|mw	vcp	AK|COLEBR|H|ŚKDR
44662	pAraSvaDa		text-attested	1		1	0	1	mw|pw|abch		H
44664	pArasa		kosa-corroborated	0		1	0	1	vcp|mw|ap90|ap|pw	vcp	Verz|ŚKDR
44669	pAraskanda		dict-lexical	0		1	0	0	mw|pw		AK|COLEBR
44675	pArApata		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	AK|H|VYUTP|ŚKDR
44677	pArApAra		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz|ŚKDR
44681	pArAruka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
44686	pArAvatANGri		kosa-corroborated	0		1	0	1	vcp|pw	vcp	AK
44687	pArAvatANGripicCa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|WILS|ŚKDR
44688	pArAvati		dict-lexical	0		1	0	0	mw|pw		Ind
44696	pArASari		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
44702	pArikarmika		kosa-corroborated	0		0	0	1	acph	acph	H
44704	pArikANkzin		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	AK|H
44715	pArijAtasarasvatImantra		text-attested	1		1	0	0	mw|pw		Verz
44716	pAriRa		text-attested	1		1	0	0	mw|pw		Verz
44719	pAritaTyA		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap90|ap|pw|abch	skd|vcp	AK|H
44723	pAriDvajika		text-attested	0	bhs	1	0	0	mw|bhs|pw		VYUTP
44724	pArindra		kosa-corroborated	0		1	0	3	vcp|mw|pw|abch|acsj	acsj|vcp	H
44726	pAripAwya		text-attested	1		1	0	1	vcp|mw|pw	vcp	WILS|ŚKDR
44728	pAripAtraka		pwg-unique	0		1	0	0	pw		AK|COLEBR|ŚKDR
44734	pAripela		dict-lexical	0		1	0	0	mw|pw		AK|COLEBR
44737	pAriplAvya		text-attested	1		1	0	0	mw|pw		WILS|ŚABDĀRTHAK
44741	pAriBAvya		text-attested	1		1	0	1	vcp|mw|pw	vcp	AK|ŚKDR
44750	pAriyAtrika		text-attested	1		1	0	2	vcp|mw|pw|nmmb	nmmb|vcp	H
44751	pAriyAnika		kosa-corroborated	0		1	0	3	armh|vcp|mw|pw|abch	armh|vcp	H|HALĀY
44752	pArirakzika		kosa-corroborated	0		1	0	2	armh|mw|pw|abch	armh	H|HALĀY
44762	pAriSIla		dict-lexical	0		1	0	0	mw|pw		H
44771	pArihArika		text-attested	1		1	0	1	vcp|mw|ap90|ap|pw	vcp	Verz|WILS|ŚABDĀRTHAK
44779	pArIndra		text-attested	1		1	0	3	vcp|mw|pw|abch|nmmb	nmmb|vcp	H|HĀR|Spr|TRIK
44780	pArIya		text-attested	1		1	0	0	mw|ap90|ap|pw		Ind
44781	pArIraRa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
44785	pAruzaka		text-attested	0	bhs	1	0	0	mw|bhs|pw		VYUTP
44797	pArGawa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
44801	pArRavalki		dict-lexical	0		1	0	0	mw|pw		Ind
44805	pArTa	3	text-attested	1		1	1	2	vcp|mw|pw|abch	abch|vcp	ŚABDAC|ŚKDR
44806	pArTa	4	text-attested	1		1	1	2	vcp|mw|pw|abch	abch|vcp	MED
44808	pArTapura		text-attested	1		1	0	0	mw|pw		COLEBR|Ind
44813	pArTasAraTimiSra		text-attested	1		1	0	0	mw|pw		COLEBR|Verz
44821	pArpara		dict-lexical	0		1	0	0	mw|pw		H|JAṬĀDH|MED|WILS|ŚKDR
44826	pArva		pwg-unique	0		0	0	0			WILS
44831	pArvatika		dict-lexical	0		1	0	0	mw|pw		H
44833	pArvatInandana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|H
44835	pArvatISvaraliNga		text-attested	1		1	0	0	mw|pw		Verz
44839	pArSukA		text-attested	0	bhs	1	0	0	mw|bhs|ap90|ap|pw		AK|COLEBR
44849	pArSvadAha		text-attested	0	bhs	1	0	0	mw|bhs|pw		VYUTP
44850	pArSvadeSa		dict-lexical	0		1	0	0	mw|pw		H
44851	pArSvanATa		text-attested	1		1	0	1	vcp|mw|pw	vcp	COLEBR
44856	pArSvaBAga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
44866	pArSvasUtraka		text-attested	0	bhs	0	0	0	mw|bhs		VYUTP
44873	pArSvAsTan		pwg-unique	0		0	0	0			AK|H
44874	pArSvika		text-attested	1	bhs	1	0	1	vcp|mw|bhs|ap90|ap|pw	vcp	HĀR|WILS|ŚABDĀRTHAK
44875	pArSvEkAdaSI		kosa-corroborated	0		1	0	1	skd|mw|pw		ŚKDR
44876	pArSvodarapriya		kosa-corroborated	0		1	0	1	mw|pw|abch		H
44878	pArzaki		text-attested	1		1	0	0	mw|pw		Verz
44887	pArzadya		text-attested	0	bhs	1	0	1	mw|bhs|pw|abch		AK|H|ŚKDR
44891	pArzI		dict-lexical	0		0	0	0	mw		VYUTP
44903	pArzRuvi		text-attested	1		1	0	0	mw|pw		Verz
44906	pAlakavirAja		text-attested	1		1	0	0	mw|pw		Verz
44907	pAlakAKyA		dict-lexical	0		1	0	0	mw|pw		H|TRIK|ebend
44908	pAlakApya		text-attested	1		1	0	1	mw|pw|abch		H|TRIK|ŚKDR
44909	pAlakAvya		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
44911	pAlakyA		text-attested	1		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	H
44912	pAlaGna		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
44913	pAlaNka		text-attested	1		1	0	1	vcp|mw|pw	vcp	AK|H|MED|WILS|ŚKDR
44919	pAlabaRij		kosa-corroborated	0		0	0	1	vcp	vcp	TRIK
44929	pAlASaKaRqa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILS|ŚABDAR|ŚKDR
44930	pAlASi		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
44934	pAlikA	2	text-attested	1		1	0	2	vcp|skd|mw|ap90|ap|pw	vcp	HĀR|ŚABDAC|ŚABDAR|ŚKDR
44939	pAlinDI		kosa-corroborated	0		1	0	1	skd|mw|pw	skd	AK
44940	pAliSAyana		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
44942	pAlIvrata		text-attested	1		1	0	0	mw|pw		Verz
44945	pAlohaya		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
44948	pAllavA		dict-lexical	0		1	0	0	mw|ap90|ap|pw		AK
44957	pAvakAraRi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
44959	pAvakeSvara		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
44964	pAvanaDvani		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
44968	pAvA		text-attested	1		1	0	0	mw|pw		BURN|COLEBR
44969	pAvitra		text-attested	1		1	0	0	mw|pw		COLEBR
44976	pASaka		text-attested	1		1	1	2	vcp|mw|pw|abch	vcp	AK|H
44977	pASakakevalI		dict-lexical	0		1	0	0	mw|pw		Verz
44981	pASapARi		text-attested	1		1	0	2	armh|vcp|mw|pw	armh|vcp	H|HALĀY
44991	pASavapAlana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
45004	pAScAttyAkarasaMBava		pwg-unique	0		0	0	0			RATNAM|ŚKDR
45006	pAzaka		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
45008	pAzaRqaka		text-attested	1		1	0	0	mw|pw		VYUTP|ebend|ŚABDAR|ŚKDR
45012	pAzARacaturdaSI		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	ŚKDR
45013	pAzARadAraka		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
45014	pAzARadAraRa		dict-lexical	0		1	0	0	mw|pw		AK
45016	pAzARaBedana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45017	pAzARaBedin		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM|ŚKDR
45019	pAzARasaMDi		dict-lexical	0		1	0	0	mw|pw		HALĀY
45025	pAsa		text-attested	0	bhs	1	0	0	mw|bhs|pw		AK|COLEBR
45027	pAhAta		dict-lexical	0		1	0	0	mw|pw		ŚABDAC|ŚKDR
45035	pikabanDu		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
45036	pikabAnDava		kosa-corroborated	0		1	0	1	mw|pw|acph	acph	H
45037	pikarAga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45039	pikAkza		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
45040	pikANga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAC|ŚKDR
45041	pikAnanda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45042	pikekzaRA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
45043	pikka		kosa-corroborated	0		1	0	2	vcp|mw|pw|acsj	acsj|vcp	H|ŚABDAM|ŚKDR
45046	piNgakapiSA		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	H
45047	piNgacakzus		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	H
45048	piNgajawa		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
45053	piNgalAtantra		dict-lexical	0		1	0	0	mw|pw		Verz
45055	piNgaleSvara		text-attested	1		1	0	0	mw|pw		Verz
45057	piNgasAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45058	piNgasPawika		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45060	piNgASa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|MED|WILS
45061	piNgAsya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
45067	picaRqin		dict-lexical	0		1	0	0	mw|ap|pw		ebend
45068	picaRqila		text-attested	1		1	0	2	armh|mw|ap|pw|abch	armh	H|HALĀY|ebend
45070	piciRqa		dict-lexical	0		1	0	0	mw|pw		AK|MED
45071	piciRqavant		pwg-unique	0		1	0	0	pw		AK|COLEBR
45072	piciRqikA		kosa-corroborated	0		1	0	1	skd|mw|ap|pw	skd	H
45073	piciRqila		dict-lexical	0		1	0	0	mw|pw		AK
45077	picutUla		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
45082	piccawa		text-attested	0	bhs	1	0	2	vcp|mw|bhs|ap90|ap|pw|abch	vcp	AK|H|MED
45088	picCabARa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45090	picCaladalA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	TRIK
45091	picCitikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚABDAC|ŚKDR
45093	picCilaka		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
45094	picCilacCadA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
45095	picCilatvac		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RATNAM|TRIK
45096	picCilasAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45102	piYCa		kosa-corroborated	0		1	0	2	vcp|mw|pw|acsj	acsj|vcp	H
45105	piYjawa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
45106	piYjana		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H|TRIK
45113	piYjAna		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
45114	piYjikA		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	skd|vcp	TRIK
45117	piYjUza		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
45118	piYjewa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAR|ŚKDR
45119	piYjolA		kosa-corroborated	0		1	0	2	vcp|skd|ap|pw	skd|vcp	HĀR
45121	piwa		text-attested	1	bhs	1	0	3	vcp|skd|mw|bhs|pw|abch	skd|vcp	AK|H|Spr|TRIK
45124	piwaNkAkI		dict-lexical	0		1	0	0	mw|pw		WILS
45125	piwaNkASa		dict-lexical	0		1	0	0	mw|pw		WILS|ŚKDR
45126	piwaNkokI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RATNAM|WILS|ŚKDR
45129	piwwaka		text-attested	0	bhs	0	0	1	vcp|mw|bhs	vcp	ŚABDAR|ŚKDR
45141	piRqakanda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45143	piRqagosa		text-attested	1		0	0	1	vcp|mw	vcp	AK|ŚKDR
45152	piRqapada		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
45153	piRqapAta		text-attested	0	bhs	1	0	0	mw|bhs|pw		BURN|ebend
45154	piRqapAtra		text-attested	1		1	0	0	mw|pw		BURN|TRIK|VYUTP
45155	piRqapAda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
45157	piRqapuzpa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|MED|TRIK|ŚABDAR|ŚKDR
45158	piRqapuzpaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
45160	piRqabIja		dict-lexical	0		1	0	0	mw|pw		WILS
45161	piRqabIjaka		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
45166	piRqamustA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
45170	piRqala		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
45172	piRqasa		kosa-corroborated	0		1	0	1	vcp|pw	vcp	ŚABDAM|ŚKDR
45177	piRqAta		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM
45179	piRqABra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚABDAM|ŚKDR
45180	piRqAyasa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45184	piRqASa		dict-lexical	0		1	0	0	mw|pw		WILS
45186	piRqAhvA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
45187	piRqi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|ŚKDR
45189	piRqita		text-attested	1	bhs	1	0	1	vcp|mw|bhs|ap|pw	vcp	RĀJAN|ŚKDR
45190	piRqin		text-attested	1		1	0	0	mw|ap|pw		WILSON|ŚKDR
45191	piRqipAla		dict-lexical	0		1	0	0	mw|pw		VYUTP
45199	piRqItagara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	MED|RĀJAN|TRIK|ŚKDR
45200	piRqItaru		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
45201	piRqIpuzpa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45202	piRqIBAva		text-attested	1		1	0	0	mw|pw		Z
45204	piRqIra		text-attested	1		1	0	1	vcp|mw|ap|pw	vcp	AK|HĀR|TRIK|ŚKDR
45207	piRqopanizad		text-attested	1		1	0	0	mw|pw		COLEBR
45208	piRqola		text-attested	1		1	0	0	mw|pw		BURN
45209	piRqoli		kosa-corroborated	0		1	0	1	mw|pw|abch		H
45210	piRyA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	AK|ŚKDR
45216	pitAputrIya		text-attested	1		1	0	0	mw|pw		Ind
45238	pitfgaRA		kosa-corroborated	0		0	0	1	mw|ap|acph	acph	H
45240	pitfgfha		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
45242	pitfGAtaka		text-attested	1		1	0	0	mw|pw		VYUTP
45247	pitftiTi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILS|ŚKDR
45251	pitfdAna		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|ŚABDAR|ŚKDR
45259	pitfpakza		text-attested	1		1	0	1	vcp|mw|pw	vcp	ŚKDR
45262	pitfpitar		pwg-unique	0		1	0	0	pw		AK
45267	pitfprasU		text-attested	1		1	0	1	vcp|mw|pw	vcp	AK
45268	pitfpriya		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45270	pitfvAnDava		pwg-unique	0		0	0	0			ŚKDR
45273	pitfBojana		text-attested	1		1	0	1	vcp|mw|pw	vcp	RĀJAN|WILS|ŚKDR
45287	pitfvasati		dict-lexical	0		1	0	0	mw|pw		AK|ŚKDR
45296	pitfsaMniBa		dict-lexical	0		1	0	0	mw|ap|pw		AK
45297	pitfsU		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H|ŚABDAM|ŚKDR
45304	pittajvara		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK|Verz
45305	pittadrAvin		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RĀJAN|ŚKDR
45310	pittavant		pwg-unique	0		1	0	0	pw		H
45318	pittAri		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45323	pitsant		pwg-unique	0		1	0	0	pw		AK|H|MED|TRIK|WILS|ŚKDR
45325	pitsala		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
45326	pitsu		dict-lexical	0		1	0	0	mw|ap|pw		MED
45330	piDAnaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H
45334	pinasa		dict-lexical	0		1	0	0	mw|pw		AK|COLEBR
45338	pinyAsa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	JAṬĀDH|ŚKDR
45345	pipatizant		pwg-unique	0		1	0	0	pw		H|MED
45353	pipilI		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
45355	pipItaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	ŚKDR
45360	pipfcCizu		dict-lexical	0		1	0	0	mw|pw		ŚAṂK
45362	pippawA		text-attested	1		0	0	2	vcp|skd|mw|ap	vcp	TRIK|WILS|ŚKDR
45364	pippalaka		text-attested	1		1	1	1	mw|pw|nmmb	nmmb	H|HĀR|MED
45369	pippali		text-attested	1		1	0	0	mw|pw		Ind|ŚABDAR|ŚKDR
45371	pippalIkA		kosa-corroborated	0		1	0	1	skd|mw|pw		RĀJAN|ŚKDR
45375	pippikA		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap90|ap|pw|abch	skd|vcp	H|TRIK
45390	pilindavatsa		text-attested	1	bhs	1	0	0	mw|bhs|pw		BURN
45393	piluka		dict-lexical	0		0	0	0	mw		ŚABDAR|ŚKDR
45394	pilunI		kosa-corroborated	0		0	0	1	vcp	vcp	RATNAM|WILS|ŚKDR
45395	pilla		kosa-corroborated	0		1	0	3	armh|vcp|mw|ap90|ap|pw|abch	armh|vcp	AK|H|HALĀY|MED
45396	pillakA		text-attested	1		0	0	2	vcp|skd|mw|ap90|ap	vcp	ŚABDAM|ŚKDR
45401	piSaNgaka		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
45411	piSAcakin		text-attested	1		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	H|TRIK
45413	piSAcadru		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK|WILS|ŚKDR
45414	piSAcamocana		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
45415	piSAcavfkza		dict-lexical	0		1	0	0	mw|pw		RATNAM|ŚKDR
45418	piSAcIkaraRa		text-attested	1		1	0	0	mw|pw		Verz
45425	piSI		kosa-corroborated	0		0	0	2	vcp|skd|mw	vcp	RĀJAN|ŚKDR
45436	pizwapAka		dict-lexical	0		1	0	0	mw|pw		H
45437	pizwapAcaka		dict-lexical	0		1	0	0	mw|pw		WILS
45439	pizwapUra		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	H|TRIK
45443	pizwavarti		kosa-corroborated	0		1	0	1	mw|pw|abch		H|HĀR
45444	pizwasOraBa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	HĀR
45445	pizwAta		text-attested	1		1	0	2	vcp|mw|pw|abch	vcp	AK|H|TRIK
45446	pizwika		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45447	pizwoqI		kosa-corroborated	0		0	0	2	vcp|skd	vcp	RĀJAN|ŚKDR
45457	pIWakeli		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
45460	pIWanAyikA		dict-lexical	0		1	0	0	mw|ap|pw		ŚKDR
45461	pIWanyAsa		text-attested	1		1	0	1	vcp|mw|pw	vcp	Verz
45462	pIWaBU		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H
45475	pIqita		text-attested	1		1	0	2	armh|vcp|mw|ap90|ap|pw	armh|vcp	H|MED
45481	pItakadalI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	RĀJAN|ŚKDR
45482	pItakadruma		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45483	pItakanda		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45484	pItakaravIraka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45485	pItakAvera		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|HĀR|MED
45486	pItakAzWa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45487	pItakIlA		kosa-corroborated	0		1	0	1	skd|mw|pw		RĀJAN|ŚKDR
45488	pItaganDa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45489	pItaGozA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	skd|vcp	RATNAM
45490	pItacandana		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	H|MED|RĀJAN|ŚKDR
45491	pItacampaka		text-attested	1		1	0	1	vcp|mw|pw	vcp	JAṬĀDH|ŚKDR
45492	pItataRqulA		kosa-corroborated	0		0	0	2	skd|mw|abch		H|NIGH|RĀJAN|ŚKDR
45494	pItatuRqa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	TRIK
45497	pItadugDA		text-attested	1		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	H
45498	pItadru		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK
45500	pItanaka		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
45501	pItanIla		kosa-corroborated	0		1	0	2	vcp|mw|ap|pw|abch	vcp	H
45502	pItaparRI		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	ŚABDAC|ŚKDR
45503	pItapAdA		kosa-corroborated	0		1	0	3	vcp|skd|mw|ap|pw|abch	skd|vcp	H
45504	pItapuzpa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RATNAM|RĀJAN|WILSON|ŚABDAC|ŚKDR
45505	pItaprasava		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45506	pItaPala		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|TRIK|ŚKDR
45508	pItabAlukA		kosa-corroborated	0		0	0	2	vcp|skd	skd|vcp	TRIK
45509	pItabIjA		kosa-corroborated	0		1	0	2	vcp|skd|mw|pw	vcp	RĀJAN|ŚKDR
45510	pItaBfNgarAja		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45511	pItamaRi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45512	pItamastaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	MED|TRIK
45514	pItamuRqa		dict-lexical	0		1	0	0	mw|pw		H|WILS
45515	pItamudga		text-attested	1		0	0	1	vcp|mw	vcp	H|WILS|ŚKDR
45516	pItamUlaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45517	pItayUTI		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	RĀJAN|ŚKDR
45518	pItarakta		kosa-corroborated	0		1	0	3	armh|vcp|mw|ap|pw|abch	armh|vcp	H|HALĀY|RĀJAN|WILS|ŚKDR
45519	pItarAga		text-attested	1		1	0	1	vcp|mw|pw	vcp	RĀJAN|WILS|ŚKDR
45521	pItala		text-attested	1		1	0	2	vcp|mw|ap90|ap|pw|abch	vcp	H
45522	pItalaka		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45523	pItaloha		text-attested	1		1	0	1	mw|pw|abch		H
45527	pItavfkza		text-attested	1		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45528	pItaSAla		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|H|HALĀY|ŚABDAC|ŚKDR
45529	pItasAra		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	JAṬĀDH|MED|RĀJAN|ŚABDAC|ŚKDR
45530	pItasAraka		dict-lexical	0		1	0	0	mw|pw		RĀJAN|ŚKDR
45531	pItasAri		kosa-corroborated	0		1	0	2	vcp|skd|mw|ap|pw	vcp	ŚABDAC|ŚKDR
45533	pItaskanDa		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	WILS|ŚABDĀRTHAK
45534	pItasPawika		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45535	pItaharita		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	H
45536	pItANga		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45539	pItAruRa		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	VYUTP
45540	pItASman		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	RĀJAN|ŚKDR
45543	pIti	3	text-attested	1	gra	1	1	1	vcp|mw|gra|pw	vcp	AK|H|MED|TRIK
45545	pItin	2	kosa-corroborated	0		1	1	1	vcp|mw|ap90|ap|pw	vcp	AK
45552	pITi		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	AK|ŚKDR
45554	pITe		text-attested	1		1	0	0	mw|pw		Journ
45557	pInatA		dict-lexical	0		1	0	0	mw|pw		Spr
45558	pInanitambA		text-attested	1		1	0	0	mw|pw		COLEBR
45563	pIpari		kosa-corroborated	0		1	0	1	vcp|mw|pw	vcp	RĀJAN|ŚKDR
45573	pIyUzamahas		kosa-corroborated	0		1	0	1	vcp|mw|ap|pw	vcp	ŚABDAR|ŚKDR
45574	pIyUzaruci		kosa-corroborated	0		1	0	1	armh|mw|pw	armh	HALĀY
45578	pIlaka		kosa-corroborated	0		1	0	2	vcp|mw|pw|abch	vcp	H
