idx	run	chapter	cluster	type	severity	triage	rule	status
544	gasuns2026-09-glava1-02	glava1	Д1	mistranslated_native_term	major	APPLY	R6	safe_apply
545	gasuns2026-10-glava1-03	glava1	Д3	unsupported_reading	major	SOFTEN	R6	safe_apply
546	gasuns2026-10-glava1-03	glava1	Д2	logical_inconsistency	major	APPLY	R6	safe_apply
547	gasuns2026-11-glava1-04	glava1	Д5	missing_context_of_hymn	major	SKIP	R2	not_applicable
548	gasuns2026-11-glava1-04	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
549	gasuns2026-11-glava1-04	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
550	gasuns2026-11-glava1-04	glava1	Д2	logical_gap	major	APPLY	R6	safe_apply
551	gasuns2026-12-glava2-01	glava2	Д3	weak_genre_framing	major	SOFTEN	R4	already_addressed
552	gasuns2026-12-glava2-01	glava2	Д2	logical_lacuna	major	APPLY	R1	already_addressed
553	gasuns2026-12-glava2-01	glava2	Д1	mistranslated_native_term	major	APPLY	R4	already_addressed
554	gasuns2026-12-glava2-01	glava2	Д5	factual_error	major	SKIP	R2	not_applicable
555	gasuns2026-13-glava2-02	glava2	Д3	weak_genre_framing	major	SOFTEN	R4	already_addressed
556	gasuns2026-13-glava2-02	glava2	Д4	missing_source	major	SKIP	R3	human_judgment
557	gasuns2026-15-glava2-04	glava2	Д1	mistranslated_native_term	major	APPLY	R1	already_addressed
558	gasuns2026-15-glava2-04	glava2	Д2	logical_inconsistency	major	APPLY	R4	already_addressed
559	gasuns2026-18-glava3-01	glava3	Д1	anachronistic_sanskrit_period	major	APPLY	R1	already_addressed
560	gasuns2026-18-glava3-01	glava3	Д3	unsupported_reading	major	SOFTEN	R6	safe_apply
561	gasuns2026-18-glava3-01	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
562	gasuns2026-18-glava3-01	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
563	gasuns2026-18-glava3-01	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R1	already_addressed
564	gasuns2026-18-glava3-01	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
565	gasuns2026-18-glava3-01	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
566	gasuns2026-18-glava3-01	glava3	Д4	inaccurate_source	major	SKIP	R3	human_judgment
567	gasuns2026-20-glava3-03	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
568	gasuns2026-20-glava3-03	glava3	Д3	unsupported_semantization	major	SOFTEN	R6	safe_apply
569	gasuns2026-20-glava3-03	glava3	Д3	unsupported_semantization	minor	SOFTEN	R6	safe_apply
570	gasuns2026-21-glava3-04	glava3	Д1	anachronistic_sanskrit_period	major	APPLY	R1	already_addressed
571	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
572	gasuns2026-21-glava3-04	glava3	Д1	anachronistic_sanskrit_period	major	APPLY	R6	safe_apply
573	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
574	gasuns2026-21-glava3-04	glava3	Д1	anachronistic_sanskrit_period	major	APPLY	R6	safe_apply
575	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
576	gasuns2026-21-glava3-04	glava3	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
577	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
578	gasuns2026-21-glava3-04	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
579	gasuns2026-21-glava3-04	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
580	gasuns2026-22-glava3-05	glava3	Д5	missing_alternative_interpretation	major	SKIP	R2	not_applicable
581	gasuns2026-22-glava3-05	glava3	Д3	missing_evidence	major	SOFTEN	R6	safe_apply
582	gasuns2026-22-glava3-05	glava3	Д3	weak_parallel	major	SOFTEN	R6	safe_apply
583	gasuns2026-22-glava3-05	glava3	Д3	missing_evidence	major	SOFTEN	R6	safe_apply
584	gasuns2026-23-glava3-06	glava3	Д3	weak_genre_framing	major	SOFTEN	R6	safe_apply
585	gasuns2026-23-glava3-06	glava3	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
586	gasuns2026-23-glava3-06	glava3	Д5	missing_commentary_layer	info	SKIP	R2	not_applicable
587	gasuns2026-24-glava3-07	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
588	gasuns2026-24-glava3-07	glava3	Д3	unsupported_semantization	minor	SOFTEN	R6	safe_apply
589	gasuns2026-24-glava3-07	glava3	Д3	unsupported_reading	minor	SOFTEN	R6	safe_apply
590	gasuns2026-25-zakl-01	zakl	Д3	unsupported_semantization	major	SOFTEN	R5	human_judgment
591	gasuns2026-25-zakl-01	zakl	Д2	logical_gap	major	APPLY	R5	human_judgment
592	gasuns2026-26-art-morfonol-01	art	Д1	missing_iast_on_first_mention	major	APPLY	R5	human_judgment
593	gasuns2026-26-art-morfonol-01	art	Д1	missing_iast_on_first_mention	major	APPLY	R5	human_judgment
594	gasuns2026-28-art-vargi-01	art	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
595	gasuns2026-28-art-vargi-01	art	Д3	unsupported_semantization	major	SOFTEN	R5	human_judgment
596	gasuns2026-28-art-vargi-01	art	Д4	missing_source	medium	SKIP	R3	human_judgment
597	gasuns2026-28-art-vargi-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
598	gasuns2026-28-art-vargi-01	art	Д2	logical_consistency	major	APPLY	R1	already_addressed
599	gasuns2026-28-art-vargi-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
600	gasuns2026-28-art-vargi-01	art	Д2	logical_consistency	major	APPLY	R1	already_addressed
601	gasuns2026-01-vvedenie-01	vvedenie	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
602	gasuns2026-01-vvedenie-01	vvedenie	Д4	missing_source	major	SKIP	R3	human_judgment
603	gasuns2026-01-vvedenie-01	vvedenie	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
604	gasuns2026-01-vvedenie-01	vvedenie	Д2	logical_inconsistency	major	APPLY	R5	human_judgment
605	gasuns2026-02-vvedenie-02	vvedenie	Д5	missing_authority_chain	major	SKIP	R2	not_applicable
606	gasuns2026-02-vvedenie-02	vvedenie	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
607	gasuns2026-02-vvedenie-02	vvedenie	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
608	gasuns2026-02-vvedenie-02	vvedenie	Д4	unattributed_commentary	major	SKIP	R3	human_judgment
609	gasuns2026-04-obzor-01	obzor	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
610	gasuns2026-04-obzor-01	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
611	gasuns2026-05-obzor-02	obzor	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
612	gasuns2026-05-obzor-02	obzor	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
613	gasuns2026-05-obzor-02	obzor	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
614	gasuns2026-05-obzor-02	obzor	Д5	missing_alternative_interpretation	major	SKIP	R2	not_applicable
615	gasuns2026-05-obzor-02	obzor	Д1	mistranslated_native_term	major	APPLY	R4	already_addressed
616	gasuns2026-05-obzor-02	obzor	Д2	logical_inconsistency	minor	APPLY	R4	already_addressed
617	gasuns2026-05-obzor-02	obzor	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
618	gasuns2026-05-obzor-02	obzor	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
619	gasuns2026-06-obzor-03	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
620	gasuns2026-06-obzor-03	obzor	Д5	historical_continuity	major	SKIP	R2	not_applicable
621	gasuns2026-06-obzor-03	obzor	Д3	weak_genre_framing	major	SOFTEN	R4	already_addressed
622	gasuns2026-06-obzor-03	obzor	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
623	gasuns2026-06-obzor-03	obzor	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
624	gasuns2026-06-obzor-03	obzor	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
625	gasuns2026-07-obzor-04	obzor	Д3	weak_genre_framing	minor	SOFTEN	R4	already_addressed
626	gasuns2026-07-obzor-04	obzor	Д2	logical_consistency	major	APPLY	R4	already_addressed
627	gasuns2026-08-glava1-01	glava1	Д1	missing_iast_on_first_mention	major	APPLY	R1	already_addressed
628	gasuns2026-08-glava1-01	glava1	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
629	gasuns2026-08-glava1-01	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
630	gasuns2026-08-glava1-01	glava1	Д2	missing_reasoning	minor	APPLY	R6	safe_apply
631	gasuns2026-08-glava1-01	glava1	Д5	missing_apparatus	major	SKIP	R2	not_applicable
632	gasuns2026-08-glava1-01	glava1	Д3	evidentiary_gap	minor	SOFTEN	R6	safe_apply
633	gasuns2026-09-glava1-02	glava1	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
634	gasuns2026-09-glava1-02	glava1	Д2	logical_inconsistency	major	APPLY	R6	safe_apply
635	gasuns2026-09-glava1-02	glava1	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
636	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
637	gasuns2026-09-glava1-02	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
638	gasuns2026-09-glava1-02	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
639	gasuns2026-09-glava1-02	glava1	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
640	gasuns2026-09-glava1-02	glava1	Д2	repetition	major	APPLY	R1	already_addressed
641	gasuns2026-09-glava1-02	glava1	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
642	gasuns2026-09-glava1-02	glava1	Д2	logical_inconsistency	major	APPLY	R6	safe_apply
643	gasuns2026-10-glava1-03	glava1	Д4	unattributed_commentary	major	SKIP	R3	human_judgment
644	gasuns2026-10-glava1-03	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
645	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
646	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
647	gasuns2026-10-glava1-03	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
648	gasuns2026-10-glava1-03	glava1	Д2	logical_inconsistency	minor	APPLY	R1	already_addressed
649	gasuns2026-11-glava1-04	glava1	Д1	anachronistic_sanskrit_period	major	APPLY	R1	already_addressed
650	gasuns2026-11-glava1-04	glava1	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
651	gasuns2026-11-glava1-04	glava1	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
652	gasuns2026-11-glava1-04	glava1	Д4	missing_source	major	SKIP	R3	human_judgment
653	gasuns2026-11-glava1-04	glava1	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
654	gasuns2026-11-glava1-04	glava1	Д2	poor_logic	major	APPLY	R6	safe_apply
655	gasuns2026-12-glava2-01	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
656	gasuns2026-12-glava2-01	glava2	Д2	logical_lacuna	major	APPLY	R1	already_addressed
657	gasuns2026-12-glava2-01	glava2	Д3	weak_genre_framing	minor	SOFTEN	R4	already_addressed
658	gasuns2026-12-glava2-01	glava2	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
659	gasuns2026-12-glava2-01	glava2	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
660	gasuns2026-12-glava2-01	glava2	Д3	questionable_claim	major	SOFTEN	R4	already_addressed
661	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
662	gasuns2026-12-glava2-01	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
663	gasuns2026-13-glava2-02	glava2	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
664	gasuns2026-13-glava2-02	glava2	Д2	logical_consistency	major	APPLY	R1	already_addressed
665	gasuns2026-14-glava2-03	glava2	Д4	missing_source	major	SKIP	R3	human_judgment
666	gasuns2026-14-glava2-03	glava2	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
667	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
668	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
669	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
670	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
671	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
672	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
673	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
674	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
675	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
676	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
677	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
678	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
679	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
680	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
681	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
682	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
683	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	major	APPLY	R4	already_addressed
684	gasuns2026-14-glava2-03	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
685	gasuns2026-15-glava2-04	glava2	Д4	missing_source	major	SKIP	R3	human_judgment
686	gasuns2026-15-glava2-04	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
687	gasuns2026-15-glava2-04	glava2	Д3	unsupported_semantization	minor	SOFTEN	R4	already_addressed
688	gasuns2026-15-glava2-04	glava2	Д4	unattributed_commentary	major	SKIP	R3	human_judgment
689	gasuns2026-16-glava2-05	glava2	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
690	gasuns2026-16-glava2-05	glava2	Д4	missing_source	major	SKIP	R3	human_judgment
691	gasuns2026-16-glava2-05	glava2	Д1	anachronistic_sanskrit_period	minor	APPLY	R4	already_addressed
692	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	major	APPLY	R4	already_addressed
693	gasuns2026-16-glava2-05	glava2	Д3	unsupported_semantization	minor	SOFTEN	R4	already_addressed
694	gasuns2026-16-glava2-05	glava2	Д2	logical_inconsistency	major	APPLY	R4	already_addressed
695	gasuns2026-18-glava3-01	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
696	gasuns2026-18-glava3-01	glava3	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
697	gasuns2026-18-glava3-01	glava3	Д4	missing_sutra_reference	major	SKIP	R3	human_judgment
698	gasuns2026-18-glava3-01	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
699	gasuns2026-18-glava3-01	glava3	Д1	mistranslated_native_term	major	APPLY	R1	already_addressed
700	gasuns2026-18-glava3-01	glava3	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
701	gasuns2026-18-glava3-01	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
702	gasuns2026-18-glava3-01	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
703	gasuns2026-18-glava3-01	glava3	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
704	gasuns2026-18-glava3-01	glava3	Д4	incomplete_reference	major	SKIP	R3	human_judgment
705	gasuns2026-19-glava3-02	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
706	gasuns2026-19-glava3-02	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
707	gasuns2026-19-glava3-02	glava3	Д1	mistranslated_native_term	warning	APPLY	R1	already_addressed
708	gasuns2026-19-glava3-02	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
709	gasuns2026-19-glava3-02	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
710	gasuns2026-21-glava3-04	glava3	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
711	gasuns2026-21-glava3-04	glava3	Д4	unattributed_commentary	major	SKIP	R3	human_judgment
712	gasuns2026-21-glava3-04	glava3	Д4	missing_source	minor	SKIP	R3	human_judgment
713	gasuns2026-21-glava3-04	glava3	Д5	historical_continuity	major	SKIP	R2	not_applicable
714	gasuns2026-23-glava3-06	glava3	Д1	anachronistic_sanskrit_period	major	APPLY	R6	safe_apply
715	gasuns2026-23-glava3-06	glava3	Д4	missing_source	info	SKIP	R3	human_judgment
716	gasuns2026-23-glava3-06	glava3	Д3	unsupported_semantization	minor	SOFTEN	R6	safe_apply
717	gasuns2026-23-glava3-06	glava3	Д5	missing_apparatus	major	SKIP	R2	not_applicable
718	gasuns2026-23-glava3-06	glava3	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
719	gasuns2026-23-glava3-06	glava3	Д3	weak_parallel	major	SOFTEN	R6	safe_apply
720	gasuns2026-23-glava3-06	glava3	Д1	missing_iast_on_first_mention	major	APPLY	R6	safe_apply
721	gasuns2026-23-glava3-06	glava3	Д2	logical_gap	minor	APPLY	R6	safe_apply
722	gasuns2026-23-glava3-06	glava3	Д5	accidental_similarity	major	SKIP	R2	not_applicable
723	gasuns2026-23-glava3-06	glava3	Д2	clarity	minor	APPLY	R6	safe_apply
724	gasuns2026-24-glava3-07	glava3	Д3	weak_genre_framing	minor	SOFTEN	R6	safe_apply
725	gasuns2026-24-glava3-07	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
726	gasuns2026-24-glava3-07	glava3	Д4	missing_source	major	SKIP	R3	human_judgment
727	gasuns2026-24-glava3-07	glava3	Д2	imprecise_formulation	minor	APPLY	R6	safe_apply
728	gasuns2026-24-glava3-07	glava3	Д5	commentary_function_gap	major	SKIP	R2	not_applicable
729	gasuns2026-24-glava3-07	glava3	Д2	logical_gap	minor	APPLY	R6	safe_apply
730	gasuns2026-25-zakl-01	zakl	Д3	unsupported_semantization	major	SOFTEN	R5	human_judgment
731	gasuns2026-25-zakl-01	zakl	Д3	weak_parallel	minor	SOFTEN	R5	human_judgment
732	gasuns2026-25-zakl-01	zakl	Д4	missing_source	major	SKIP	R3	human_judgment
733	gasuns2026-25-zakl-01	zakl	Д4	missing_source	minor	SKIP	R3	human_judgment
734	gasuns2026-26-art-morfonol-01	art	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
735	gasuns2026-26-art-morfonol-01	art	Д5	missing_apparatus	major	SKIP	R2	not_applicable
736	gasuns2026-26-art-morfonol-01	art	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
737	gasuns2026-26-art-morfonol-01	art	Д4	missing_source	major	SKIP	R3	human_judgment
738	gasuns2026-27-art-omonim-01	art	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
739	gasuns2026-27-art-omonim-01	art	Д3	weak_parallel	minor	SOFTEN	R5	human_judgment
740	gasuns2026-27-art-omonim-01	art	Д1	mistranslated_native_term	major	APPLY	R5	human_judgment
741	gasuns2026-27-art-omonim-01	art	Д5	historical_continuity	minor	SKIP	R2	not_applicable
742	gasuns2026-28-art-vargi-01	art	Д4	missing_source	minor	SKIP	R3	human_judgment
743	gasuns2026-28-art-vargi-01	art	Д5	missing_tradition_context	major	SKIP	R2	not_applicable
744	gasuns2026-02-vvedenie-02	vvedenie	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
745	gasuns2026-02-vvedenie-02	vvedenie	Д2	stylistic_inconsistency	minor	APPLY	R5	human_judgment
746	gasuns2026-02-vvedenie-02	vvedenie	Д1	missing_iast_on_first_mention	minor	APPLY	R5	human_judgment
747	gasuns2026-02-vvedenie-02	vvedenie	Д4	missing_source	minor	SKIP	R3	human_judgment
748	gasuns2026-02-vvedenie-02	vvedenie	Д3	weak_parallel	minor	SOFTEN	R5	human_judgment
749	gasuns2026-02-vvedenie-02	vvedenie	Д1	terminology_inconsistency	minor	APPLY	R5	human_judgment
750	gasuns2026-02-vvedenie-02	vvedenie	Д4	missing_source	minor	SKIP	R3	human_judgment
751	gasuns2026-02-vvedenie-02	vvedenie	Д2	stylistic_inconsistency	minor	APPLY	R5	human_judgment
752	gasuns2026-04-obzor-01	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
753	gasuns2026-04-obzor-01	obzor	Д4	vague_source	minor	SKIP	R3	human_judgment
754	gasuns2026-04-obzor-01	obzor	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
755	gasuns2026-04-obzor-01	obzor	Д4	vague_source	minor	SKIP	R3	human_judgment
756	gasuns2026-04-obzor-01	obzor	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
757	gasuns2026-04-obzor-01	obzor	Д2	logical_consistency	minor	APPLY	R4	already_addressed
758	gasuns2026-05-obzor-02	obzor	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
759	gasuns2026-05-obzor-02	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
760	gasuns2026-05-obzor-02	obzor	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
761	gasuns2026-05-obzor-02	obzor	Д5	factual_error	minor	SKIP	R2	not_applicable
762	gasuns2026-05-obzor-02	obzor	Д3	weak_parallel	minor	SOFTEN	R4	already_addressed
763	gasuns2026-05-obzor-02	obzor	Д5	factual_error	minor	SKIP	R2	not_applicable
764	gasuns2026-06-obzor-03	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
765	gasuns2026-06-obzor-03	obzor	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
766	gasuns2026-06-obzor-03	obzor	Д1	anachronistic_sanskrit_period	minor	APPLY	R4	already_addressed
767	gasuns2026-06-obzor-03	obzor	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
768	gasuns2026-06-obzor-03	obzor	Д3	weak_genre_framing	minor	SOFTEN	R4	already_addressed
769	gasuns2026-06-obzor-03	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
770	gasuns2026-06-obzor-03	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
771	gasuns2026-06-obzor-03	obzor	Д3	evidentiary_base	minor	SOFTEN	R4	already_addressed
772	gasuns2026-07-obzor-04	obzor	Д4	missing_source	minor	SKIP	R3	human_judgment
773	gasuns2026-07-obzor-04	obzor	Д3	evidentiary_base	minor	SOFTEN	R4	already_addressed
774	gasuns2026-07-obzor-04	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
775	gasuns2026-07-obzor-04	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R4	already_addressed
776	gasuns2026-07-obzor-04	obzor	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
777	gasuns2026-07-obzor-04	obzor	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
778	gasuns2026-08-glava1-01	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
779	gasuns2026-08-glava1-01	glava1	Д3	evidentiary_gap	minor	SOFTEN	R6	safe_apply
780	gasuns2026-09-glava1-02	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R1	already_addressed
781	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
782	gasuns2026-09-glava1-02	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
783	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
784	gasuns2026-09-glava1-02	glava1	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
785	gasuns2026-09-glava1-02	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
786	gasuns2026-10-glava1-03	glava1	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
787	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
788	gasuns2026-10-glava1-03	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
789	gasuns2026-10-glava1-03	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
790	gasuns2026-10-glava1-03	glava1	Д5	missing_alternative_interpretation	minor	SKIP	R2	not_applicable
791	gasuns2026-10-glava1-03	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
792	gasuns2026-11-glava1-04	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
793	gasuns2026-11-glava1-04	glava1	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
794	gasuns2026-11-glava1-04	glava1	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
795	gasuns2026-11-glava1-04	glava1	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
796	gasuns2026-11-glava1-04	glava1	Д5	missing_commentary_layer	minor	SKIP	R2	not_applicable
797	gasuns2026-11-glava1-04	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
798	gasuns2026-11-glava1-04	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
799	gasuns2026-11-glava1-04	glava1	Д4	missing_source	minor	SKIP	R3	human_judgment
800	gasuns2026-11-glava1-04	glava1	Д3	weak_parallel	minor	SOFTEN	R6	safe_apply
801	gasuns2026-11-glava1-04	glava1	Д2	poor_logic	minor	APPLY	R1	already_addressed
802	gasuns2026-12-glava2-01	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
803	gasuns2026-12-glava2-01	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
804	gasuns2026-12-glava2-01	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
805	gasuns2026-12-glava2-01	glava2	Д2	formatting	minor	APPLY	R1	already_addressed
806	gasuns2026-12-glava2-01	glava2	Д5	missing_tradition_context	minor	SKIP	R2	not_applicable
807	gasuns2026-12-glava2-01	glava2	Д3	questionable_claim	minor	SOFTEN	R4	already_addressed
808	gasuns2026-13-glava2-02	glava2	Д3	unsupported_semantization	medium	SOFTEN	R4	already_addressed
809	gasuns2026-13-glava2-02	glava2	Д5	missing_apparatus	minor	SKIP	R2	not_applicable
810	gasuns2026-13-glava2-02	glava2	Д3	unsupported_reading	minor	SOFTEN	R4	already_addressed
811	gasuns2026-13-glava2-02	glava2	Д2	clarity_of_explanation	minor	APPLY	R4	already_addressed
812	gasuns2026-14-glava2-03	glava2	Д4	missing_source	minor	SKIP	R3	human_judgment
813	gasuns2026-14-glava2-03	glava2	Д4	unattributed_commentary	minor	SKIP	R3	human_judgment
814	gasuns2026-14-glava2-03	glava2	Д5	commentary_function_gap	minor	SKIP	R2	not_applicable
815	gasuns2026-14-glava2-03	glava2	Д4	missing_sutra_reference	minor	SKIP	R3	human_judgment
816	gasuns2026-19-glava3-02	glava3	Д5	missing_authority_chain	minor	SKIP	R2	not_applicable
817	gasuns2026-19-glava3-02	glava3	Д1	missing_iast_on_first_mention	minor	APPLY	R6	safe_apply
